Monthly_Uncertainity,Monthly_Temperature,Date
0.068,8.752,1989-11-01
0.071,9.437,1989-12-01
0.07200000000000001,9.305,1990-01-01
0.08,9.107999999999999,1990-02-01
0.071,10.047,1990-03-01
0.063,9.471,1990-04-01
0.055,9.104,1990-05-01
0.083,9.045,1990-06-01
0.111,9.071,1990-07-01
0.09,8.863999999999999,1990-08-01
0.127,8.767999999999999,1990-09-01
0.092,9.259,1990-10-01
0.106,9.475,1990-11-01
0.061,9.435,1990-12-01
0.078,9.264,1991-01-01
0.055,9.501,1991-02-01
0.051,8.911,1991-03-01
0.08900000000000001,9.549,1991-04-01
0.106,8.918000000000003,1991-05-01
0.063,9.425,1991-06-01
0.096,9.274,1991-07-01
0.079,9.103,1991-08-01
0.07400000000000001,9.227,1991-09-01
0.058,9.16,1991-10-01
0.094,9.004,1991-11-01
0.067,9.087,1991-12-01
0.041,9.62,1992-01-01
0.08,9.363,1992-02-01
0.1,9.246,1992-03-01
0.063,8.860000000000003,1992-04-01
0.086,8.822000000000003,1992-05-01
0.052000000000000005,8.712,1992-06-01
0.053,8.421000000000001,1992-07-01
0.077,8.533000000000001,1992-08-01
0.068,8.22,1992-09-01
0.068,8.764000000000001,1992-10-01
0.1,8.448,1992-11-01
0.142,9.096,1992-12-01
0.086,9.344,1993-01-01
0.035,9.207,1993-02-01
0.06,9.258,1993-03-01
0.071,8.984,1993-04-01
0.079,8.767999999999999,1993-05-01
0.067,8.677,1993-06-01
0.062,8.856,1993-07-01
0.073,8.607999999999999,1993-08-01
0.071,8.499,1993-09-01
0.067,9.027999999999999,1993-10-01
0.064,8.302999999999999,1993-11-01
0.08199999999999999,9.059,1993-12-01
0.063,9.07,1994-01-01
0.096,8.251000000000001,1994-02-01
0.065,9.059,1994-03-01
0.062,9.318999999999999,1994-04-01
0.05,8.967,1994-05-01
0.08,9.283999999999999,1994-06-01
0.092,8.942,1994-07-01
0.105,8.724,1994-08-01
0.044,9.093,1994-09-01
0.04,9.408999999999999,1994-10-01
0.07,9.343,1994-11-01
0.054000000000000006,9.109,1994-12-01
0.062,9.576,1995-01-01
0.08900000000000001,10.112,1995-02-01
0.056,9.28,1995-03-01
0.037000000000000005,9.279,1995-04-01
0.025,8.856,1995-05-01
0.077,9.287,1995-06-01
0.053,9.387,1995-07-01
0.056,9.397,1995-08-01
0.048,9.109,1995-09-01
0.064,9.508,1995-10-01
0.098,9.314,1995-11-01
0.046,9.134,1995-12-01
0.055,8.91,1996-01-01
0.092,9.418,1996-02-01
0.086,8.844000000000003,1996-03-01
0.059,8.981,1996-04-01
0.054000000000000006,8.869,1996-05-01
0.053,8.817,1996-06-01
0.075,9.107,1996-07-01
0.039,9.361,1996-08-01
0.08,8.876000000000003,1996-09-01
0.057,8.927,1996-10-01
0.06,9.076,1996-11-01
0.054000000000000006,9.323,1996-12-01
0.068,9.234,1997-01-01
0.054000000000000006,9.199,1997-02-01
0.084,9.32,1997-03-01
0.07400000000000001,9.184,1997-04-01
0.028,8.866,1997-05-01
0.047,9.273,1997-06-01
0.07200000000000001,8.81,1997-07-01
0.098,9.003,1997-08-01
0.052000000000000005,9.238,1997-09-01
0.049,9.531,1997-10-01
0.116,9.391,1997-11-01
0.08199999999999999,9.441,1997-12-01
0.069,9.416,1998-01-01
0.046,10.272,1998-02-01
0.03,9.347,1998-03-01
0.085,9.668,1998-04-01
0.059,9.571,1998-05-01
0.092,9.679,1998-06-01
0.069,9.623,1998-07-01
0.045,9.652,1998-08-01
0.046,9.225,1998-09-01
0.051,9.363999999999999,1998-10-01
0.061,8.978,1998-11-01
0.029,9.699,1998-12-01
0.07200000000000001,9.591,1999-01-01
0.055,10.121,1999-02-01
0.049,8.847000000000001,1999-03-01
0.049,9.112,1999-04-01
0.083,8.979000000000003,1999-05-01
0.079,9.176,1999-06-01
0.069,9.122,1999-07-01
0.073,9.117,1999-08-01
0.058,9.28,1999-09-01
0.079,9.406,1999-10-01
0.065,9.161,1999-11-01
0.047,9.6,1999-12-01
0.071,9.021,2000-01-01
0.064,9.646,2000-02-01
0.05,9.54,2000-03-01
0.059,9.861,2000-04-01
0.095,9.16,2000-05-01
0.095,9.199,2000-06-01
0.073,9.128,2000-07-01
0.066,9.296,2000-08-01
0.054000000000000006,9.105,2000-09-01
0.061,8.883000000000003,2000-10-01
0.054000000000000006,8.862,2000-11-01
0.039,8.88,2000-12-01
0.077,9.399,2001-01-01
0.041,9.189,2001-02-01
0.05,9.56,2001-03-01
0.08199999999999999,9.542,2001-04-01
0.083,9.57,2001-05-01
0.061,9.25,2001-06-01
0.055,9.435,2001-07-01
0.081,9.184,2001-08-01
0.061,9.264,2001-09-01
0.058,9.324,2001-10-01
0.041,9.895,2001-11-01
0.05,9.543,2001-12-01
0.064,10.085,2002-01-01
0.071,10.149,2002-02-01
0.041,10.107000000000001,2002-03-01
0.067,9.543,2002-04-01
0.077,9.525,2002-05-01
0.073,9.226,2002-06-01
0.08,9.617,2002-07-01
0.061,9.312,2002-08-01
0.054000000000000006,9.513,2002-09-01
0.073,9.375,2002-10-01
0.101,9.46,2002-11-01
0.084,9.046,2002-12-01
0.09,10.037,2003-01-01
0.056,9.543,2003-02-01
0.067,9.386,2003-03-01
0.055,9.458,2003-04-01
0.097,9.436,2003-05-01
0.08800000000000001,9.149,2003-06-01
0.085,9.264,2003-07-01
0.08,9.427,2003-08-01
0.096,9.454,2003-09-01
0.047,9.812999999999999,2003-10-01
0.06,9.285,2003-11-01
0.043,10.158999999999999,2003-12-01
0.106,9.593,2004-01-01
0.063,9.943,2004-02-01
0.053,9.662,2004-03-01
0.069,9.542,2004-04-01
0.054000000000000006,8.818999999999999,2004-05-01
0.068,9.033,2004-06-01
0.11,8.589,2004-07-01
0.094,8.939,2004-08-01
0.063,9.16,2004-09-01
0.062,9.526,2004-10-01
0.065,9.884,2004-11-01
0.055,9.291,2004-12-01
0.08,9.863999999999999,2005-01-01
0.036000000000000004,9.377,2005-02-01
0.07,9.888,2005-03-01
0.081,9.896,2005-04-01
0.07400000000000001,9.517000000000001,2005-05-01
0.08,9.604,2005-06-01
0.079,9.453,2005-07-01
0.105,9.274,2005-08-01
0.07200000000000001,9.776,2005-09-01
0.061,10.005,2005-10-01
0.053,9.998,2005-11-01
0.047,9.896,2005-12-01
0.054000000000000006,9.362,2006-01-01
0.063,9.892999999999999,2006-02-01
0.06,9.652,2006-03-01
0.077,9.351,2006-04-01
0.059,9.052,2006-05-01
0.101,9.604,2006-06-01
0.105,9.276,2006-07-01
0.105,9.671,2006-08-01
0.07,9.433,2006-09-01
0.06,9.726,2006-10-01
0.036000000000000004,9.516,2006-11-01
0.067,10.035,2006-12-01
0.057,10.645999999999999,2007-01-01
0.056,9.704,2007-02-01
0.086,9.831,2007-03-01
0.083,10.148,2007-04-01
0.091,9.822,2007-05-01
0.102,9.45,2007-06-01
0.108,9.476,2007-07-01
0.142,9.519,2007-08-01
0.073,9.5,2007-09-01
0.057,9.76,2007-10-01
0.052000000000000005,9.669,2007-11-01
0.057,9.564,2007-12-01
0.08900000000000001,8.927,2008-01-01
0.07200000000000001,9.059,2008-02-01
0.078,10.254,2008-03-01
0.087,9.62,2008-04-01
0.076,9.334,2008-05-01
0.104,9.323,2008-06-01
0.09,9.45,2008-07-01
0.107,9.124,2008-08-01
0.054000000000000006,9.371,2008-09-01
0.052000000000000005,9.832,2008-10-01
0.045,9.809,2008-11-01
0.064,9.424,2008-12-01
0.065,9.767999999999999,2009-01-01
0.05,9.573,2009-02-01
0.067,9.462,2009-03-01
0.064,9.656,2009-04-01
0.046,9.431,2009-05-01
0.065,9.38,2009-06-01
0.104,9.542,2009-07-01
0.08900000000000001,9.447,2009-08-01
0.047,9.721,2009-09-01
0.053,9.535,2009-10-01
0.07400000000000001,9.626,2009-11-01
0.066,9.352,2009-12-01
0.079,9.774,2010-01-01
0.07400000000000001,9.847,2010-02-01
0.067,10.065,2010-03-01
0.085,9.97,2010-04-01
0.075,9.719,2010-05-01
0.07400000000000001,9.547,2010-06-01
0.095,9.468,2010-07-01
0.08199999999999999,9.542,2010-08-01
0.047,9.436,2010-09-01
0.066,9.861,2010-10-01
0.073,10.061,2010-11-01
0.073,9.316,2010-12-01
0.063,9.356,2011-01-01
0.041,9.208,2011-02-01
0.059,9.436,2011-03-01
0.067,9.779,2011-04-01
0.08900000000000001,9.262,2011-05-01
0.064,9.507,2011-06-01
0.075,9.764,2011-07-01
0.069,9.84,2011-08-01
0.044,9.482,2011-09-01
0.104,9.8,2011-10-01
0.091,9.404,2011-11-01
0.06,9.698,2011-12-01
0.063,9.246,2012-01-01
0.093,9.093,2012-02-01
0.076,9.373,2012-03-01
0.095,9.991,2012-04-01
0.116,9.88,2012-05-01
0.123,9.627,2012-06-01
0.08900000000000001,9.369,2012-07-01
0.071,9.477,2012-08-01
0.099,9.571,2012-09-01
0.061,9.826,2012-10-01
0.083,9.725,2012-11-01
0.067,9.134,2012-12-01
0.066,9.775,2013-01-01
0.08199999999999999,9.69,2013-02-01
0.094,9.623,2013-03-01
0.075,9.357,2013-04-01
0.13,9.51,2013-05-01
0.057,9.706,2013-06-01
0.058,9.295,2013-07-01
0.084,9.527999999999999,2013-08-01
0.042,9.728,2013-09-01
0.065,9.689,2013-10-01
0.054000000000000006,10.007,2013-11-01
0.071,9.747,2013-12-01
0.08900000000000001,9.798,2014-01-01
0.078,8.943,2014-02-01
0.105,9.712,2014-03-01
0.105,9.878,2014-04-01
0.067,9.85,2014-05-01
0.07,9.482,2014-06-01
0.07200000000000001,9.154,2014-07-01
0.06,9.649,2014-08-01
0.045,9.654,2014-09-01
0.061,9.761,2014-10-01
0.066,9.281,2014-11-01
0.069,9.871,2014-12-01
0.066,9.954,2015-01-01
0.057,10.118,2015-02-01
0.052000000000000005,10.09,2015-03-01
0.125,9.609,2015-04-01
0.101,9.63,2015-05-01
0.105,9.664,2015-06-01
0.078,9.34,2015-07-01
0.097,9.533,2015-08-01
0.07,9.551,2015-09-01
0.053,10.198,2015-10-01
0.052000000000000005,9.997,2015-11-01
0.073,10.457,2015-12-01
0.07200000000000001,10.229,2016-01-01
0.075,10.843,2016-02-01
0.094,10.824000000000002,2016-03-01
0.116,10.456,2016-04-01
0.099,9.904,2016-05-01
0.147,9.531,2016-06-01
0.108,9.576,2016-07-01
0.049,10.08,2016-08-01
0.061,9.72,2016-09-01
0.059,9.696,2016-10-01
0.098,9.75,2016-11-01
0.066,9.918,2016-12-01
0.051,10.211,2017-01-01
0.083,10.407,2017-02-01
0.118,10.509,2017-03-01
0.13699999999999998,9.953,2017-04-01
0.102,9.885,2017-05-01
0.136,9.448,2017-06-01
0.06,9.618,2017-07-01
0.075,9.704,2017-08-01
0.07400000000000001,9.567,2017-09-01
0.057,9.954,2017-10-01
0.063,9.703,2017-11-01
0.059,10.138,2017-12-01
0.079,9.804,2018-01-01
0.048,9.747,2018-02-01
0.079,10.031,2018-03-01
0.102,9.992,2018-04-01
0.211,9.788,2018-05-01
0.134,9.731,2018-06-01
0.081,9.765,2018-07-01
0.106,9.652,2018-08-01
0.098,9.471,2018-09-01
0.099,9.993,2018-10-01
0.039,9.468,2018-11-01
0.08900000000000001,9.895,2018-12-01
0.079,10.037,2019-01-01
0.071,9.84,2019-02-01
